"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2016-06-23","93.0","2.6948","5.5638","Giancarlo Stanton",519317,452657,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (14) on a fly ball to right center field.","R","R","L","MIA","CHC","X","null","fly_ball",3,2,2016,"0.81355000000000000000","1.8168000000000000","0.1800","2.1180","null","null","null",2,4,"Bot","198.02","59.34",,,"null",,"160623_202439","-8.3680","-135.0870","-6.8710","12.5090","29.7630","-11.2830","3.7700","1.7200","385","102.2","30.1220","null","null","null",447952,"null","null","null","null","null","null","null","null","null","53.4993","0.727","1.387","2.00",1,0,3,6,30,"6"
"FF","2016-06-20","91.0","2.4858","6.0326","Giancarlo Stanton",519317,407822,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (13) on a line drive to left center field.","R","R","L","MIA","COL","X","null","line_drive",2,2,2016,"1.1990416666666667","1.3395000000000000","-0.0500","1.7500","null","null","null",2,1,"Bot","72.83","51.20",,,"null",,"160620_194144","-8.7000","-132.1300","-7.1300","16.7300","30.7100","-18.1800","3.7600","1.7500","405","111.1","19.1165","null","null","null",447914,"null","null","null","null","null","null","null","null","null","54.6253","0.901","1.482","2.00",1,0,3,6,8,"5"
"FF","2016-05-24","94.5","0.6152","6.3847","Giancarlo Stanton",519317,544836,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (12) on a line drive to left center field.","R","R","L","MIA","TB","X","null","line_drive",0,1,2016,"0.83303333333333333333","1.8239666666666667","-0.3990","2.1340","null","null","null",0,6,"Bot","72.80","32.76",,,"null",,"160524_143212","-4.5720","-137.2260","-9.0140","13.0730","33.1880","-10.7040","3.7600","1.7400","407","108.6","19.1510","null","null","null",447553,"null","null","null","null","null","null","null","null","null","54.5216","0.857","1.332","2.00",1,0,3,6,50,"2"
"SL","2016-05-15","84.9","-3.4425","6.0535","Giancarlo Stanton",519317,605452,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (11) on a fly ball to right field.","R","R","R","WSH","MIA","X","null","fly_ball",0,0,2016,"-0.24550833333333333333","0.49526666666666666667","0.3700","2.7710","null","null","null",1,6,"Top","222.34","69.18",,,467092,,"160515_151145","8.8100","-123.3670","-2.2190","-1.2980","20.5680","-28.8720","3.7300","1.7400","371","109.6","30.0450","85.5330","1910","6.2390",447427,605452,467092,475582,452220,543685,457787,519208,519184,547180,"54.2632","0.977","1.948","2.00",1,0,3,6,43,"1"
"FS","2016-05-06","87.2","-2.4357","5.5550","Giancarlo Stanton",519317,593576,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (10) on a fly ball to center field.   Christian Yelich scores.","R","R","R","MIA","PHI","X","null","fly_ball",1,0,2016,"-1.2586416666666667","0.24156666666666666667","-0.1450","2.2610","null","null","592885.00",1,8,"Bot","91.31","22.38",,,519237,,"160506_215129","7.7210","-126.7340","-2.3710","-13.2820","24.1060","-31.6200","3.7800","1.7500","475","112.8","21.8960","86.0070","1366","5.4680",447304,593576,519237,573131,514917,596748,520471,518953,546318,488721,"55.0332","0.991","1.914","2.00",1,0,3,6,68,"2"
"FF","2016-05-04","95.0","-1.7987","5.7214","Giancarlo Stanton",519317,523989,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (9) on a fly ball to center field.   Christian Yelich scores.","R","R","R","MIA","ARI","X","null","fly_ball",1,1,2016,"-1.2878666666666667","1.10443333333333333333","-0.5890","2.2270","null","null","592885.00",2,3,"Bot","151.83","21.87",,,543302,,"160504_201419","5.2070","-138.0510","-6.2830","-16.0370","30.9640","-19.9400","3.7100","1.7600","436","110.6","27.7510","95.0510","2067","6.1710",447269,523989,543302,502671,594838,571875,605113,630111,444482,592273,"54.3299","0.982","1.957","2.00",1,0,3,6,26,"3"
"CH","2016-04-30","82.1","-1.2177","5.8369","Giancarlo Stanton",519317,502624,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (8) on a fly ball to center field.","R","R","R","MIL","MIA","X","null","fly_ball",0,2,2016,"-1.2363750000000000","1.4971666666666667","0.4900","2.6080","null","null","null",1,4,"Top","100.62","15.25",,,518960,,"160430_192424","5.5680","-119.3370","-3.4560","-11.3200","25.6170","-19.2100","3.7200","1.7600","462","116.8","23.4580","80.8880","2278","5.6940",447223,502624,518960,474892,431094,595023,542340,460075,570717,570267,"54.8060","0.989","1.970","2.00",1,0,3,6,33,"3"
"FF","2016-04-28","94.1","-1.6639","6.3073","Giancarlo Stanton",519317,520980,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (7) on a line drive to right center field.","R","R","R","LAD","MIA","X","null","line_drive",0,1,2016,"-0.97752500000000000000","1.5674000000000000","-0.1700","2.8180","null","null","null",0,8,"Top","187.32","41.20",,,518735,,"160428_212435","5.5970","-136.7310","-6.3360","-11.5800","28.9670","-13.9620","3.7100","1.7500","383","105.5","22.1260","93.8050","2190","6.1870",447193,520980,518735,408236,400284,457759,608369,408307,571771,624577,"54.3128","0.862","1.440","2.00",1,0,3,6,61,"2"
"FF","2016-04-26","94.2","1.0275","6.1130","Giancarlo Stanton",519317,477132,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (6) on a line drive to center field.   Martin Prado scores.    Christian Yelich scores.","R","R","L","LAD","MIA","X","null","line_drive",1,0,2016,"-0.14809166666666666667","2.0475666666666667","0.0490","3.0510","null","445988.00","592885.00",1,6,"Top","151.78","21.87",,,518735,,"160426_204616","-2.4490","-136.9160","-6.8310","-0.2450","30.4570","-7.6570","3.7100","1.7500","433","109.5","22.3720","93.8760","2288","6.2840",447168,477132,518735,408236,400284,457759,608369,408307,592626,624577,"54.2164","0.959","1.749","2.00",1,0,3,6,44,"2"
"CU","2016-04-25","72.9","-1.2866","6.7611","Giancarlo Stanton",519317,548389,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (5) on a fly ball to left field.","R","R","R","LAD","MIA","X","null","fly_ball",0,0,2016,"0.18173333333333333333","-1.1430333333333333","-0.7910","2.4320","null","null","null",0,4,"Top","17.77","80.87",,,454560,,"160425_200054","0.3780","-106.1930","0.7160","2.5390","19.1980","-42.7390","3.8400","1.7500","384","98.2","28.0010","71.3400","2214","5.2740",447155,548389,454560,518735,435062,457759,518586,571771,572204,624577,"55.2257","0.479","0.829","2.00",1,0,3,6,24,"1"
"FT","2016-04-24","89.4","-1.9001","6.1421","Giancarlo Stanton",519317,430912,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (4) on a line drive to left field.","R","R","R","SF","MIA","X","null","line_drive",0,0,2016,"-1.3268333333333333","0.63286666666666666667","-0.4570","2.6880","null","null","null",0,4,"Top","38.11","71.15",,,"null",,"160424_135958","6.1810","-130.1270","-3.1850","-15.0040","22.8500","-26.8340","3.7300","1.7300","406","108.0","19.5818","null","null","null",447138,"null","null","null","null","null","null","null","null","null","54.9269","0.881","1.416","2.00",1,0,3,6,27,"1"
"FT","2016-04-18","90.7","-2.7584","5.8238","Giancarlo Stanton",519317,543699,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (3) on a line drive to right center field.","R","R","R","MIA","WSH","X","null","line_drive",2,0,2016,"-1.3157000000000000","1.4742333333333333","-0.0800","2.1300","null","null","null",2,5,"Bot","167.16","41.20",,,467092,,"160418_205657","8.6300","-131.7300","-6.4700","-14.9200","29.0700","-16.5400","3.7400","1.7300","414","110.4","22.9130","90.1480","2014","5.8680",447058,543699,467092,475582,502517,543685,457787,150029,572191,547180,"54.6326","0.983","1.872","2.00",1,0,3,6,44,"3"
"CH","2016-04-11","85.0","1.1302","5.7950","Giancarlo Stanton",519317,571927,"home_run","hit_into_play_score",,,,,"14","Giancarlo Stanton homers (2) on a fly ball to left center field.   Christian Yelich scores.","R","R","L","NYM","MIA","X","null","fly_ball",1,1,2016,"1.7153500000000000","0.92956666666666666667","0.1030","1.5670","null","null","592885.00",2,2,"Top","79.70","40.69",,,518595,,"160411_195636","-6.3390","-123.5980","-4.9000","20.3140","26.7780","-24.2950","3.7600","1.7300","419","106.1","22.3640","85.7360","2173","7.1320",446963,571927,518595,446263,435522,431151,452678,624424,493316,434158,"53.3662","0.900","1.541","2.00",1,0,3,6,17,"3"
"CU","2016-04-05","75.5","-1.9581","6.5718","Giancarlo Stanton",519317,434378,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (1) on a fly ball to left center field.   Marcell Ozuna scores.","R","R","R","MIA","DET","X","null","fly_ball",1,1,2016,"0.49485833333333333333","-0.62560000000000000000","-0.0280","1.9550","null","null","542303.00",2,6,"Bot","56.09","35.10",,,543510,,"160405_214342","2.2750","-109.9100","-1.2100","5.4050","22.3460","-39.0290","3.8700","1.7300","401","110.6","36.7990","74.4510","2689","5.5340",446883,434378,543510,408234,435079,592206,578428,457708,543238,502110,"54.9668","0.892","1.737","2.00",1,0,3,6,49,"3"
"FT","2015-06-24","91.2","0.8905","6.1664","Giancarlo Stanton",519317,448802,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (27) on a line drive to center field.","R","R","L","MIA","STL","X","null","line_drive",0,0,2015,"0.78710833333333333333","0.95536666666666666667","0.1860","2.5170","null","null","null",0,2,"Bot","125.38","12.72",,,"null",,"150624_193317","-3.6470","-132.6800","-4.7180","11.6620","30.3540","-22.7760","3.7700","1.7200","453","115.0","16.0070","89.9300","2263","5.8080",414738,"null","null","null","null","null","null","null","null","null","54.6900","0.857","1.245","2.00",1,0,3,6,10,"1"
"CU","2015-06-23","86.7","-1.5647","5.3406","Giancarlo Stanton",519317,593372,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (26) on a line drive to left center field.   Christian Yelich scores.","R","R","R","MIA","STL","X","null","line_drive",2,2,2015,"0.67020833333333333333","0.09393333333333333333","-0.3460","2.1220","null","null","592885.00",2,1,"Bot","64.31","12.74",,,425877,,"150623_192730","0.9890","-126.2520","-1.6090","9.1960","27.7030","-33.2860","3.7900","1.7200","479","119.2","21.9700","84.3430","null","5.0350",414723,593372,425877,489305,543939,448602,425509,545341,445055,518792,"55.4629","0.984","1.955","2.00",1,0,3,6,7,"5"
"SL","2015-06-18","79.4","1.8016","6.4953","Giancarlo Stanton",519317,282332,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (25) on a line drive to left field.","R","R","L","NYY","MIA","X","null","line_drive",1,0,2015,"-1.02345000000000000000","0.34190000000000000000","-0.2200","1.6350","null","null","null",1,6,"Top","33.00","54.93",,,435263,,"150618_205656","-2.3720","-115.4370","-3.5960","-8.5400","24.3350","-30.7790","3.7800","1.7200","420","115.3","18.1930","79.0020","2200","6.5850",414649,282332,435263,407893,452220,452104,544369,458731,592863,136860,"53.9138","0.891","1.491","2.00",1,0,3,6,46,"2"
"FC","2015-06-16","90.2","-2.7299","6.2913","Giancarlo Stanton",519317,455119,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (24) on a fly ball to right center field.    Dee Gordon scores.    Christian Yelich scores.","R","R","R","MIA","NYY","X","null","fly_ball",2,1,2015,"0.10240833333333333333","0.60276666666666666667","-0.1230","2.3720","null","543829.00","592885.00",2,5,"Bot","212.94","69.16",,,435263,,"150616_210515","5.7410","-131.2530","-4.6210","2.9300","26.7520","-27.1850","3.7900","1.7300","400","107.6","27.1480","89.8060","null","6.1050",414622,455119,435263,407893,453895,452104,544369,434540,458731,136860,"54.3934","0.974","1.921","2.00",1,0,3,6,48,"4"
"CH","2015-06-13","78.0","-1.8067","5.6282","Giancarlo Stanton",519317,571735,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (23) on a fly ball to left field.   Christian Yelich scores.","R","R","R","MIA","COL","X","null","fly_ball",2,2,2015,"-0.92185833333333333333","0.58843333333333333333","-0.7800","2.1380","null","null","592885.00",0,6,"Bot","16.38","63.09",,,"null",,"150613_180100","3.5600","-113.6670","-1.4460","-7.3950","22.1580","-28.5810","3.7600","1.7200","393","100.5","33.3350","78.1020","1328","6.5620",414573,"null","null","null","null","null","null","null","null","null","53.9359","0.481","0.916","2.00",1,0,3,6,45,"5"
"FF","2015-06-11","88.9","1.9555","5.8595","Giancarlo Stanton",519317,543734,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (22) on a line drive to left field.   Martin Prado scores.    Christian Yelich scores.","R","R","L","MIA","COL","X","null","line_drive",3,1,2015,"0.52408333333333333333","1.4685000000000000","-0.4480","3.2080","null","445988.00","592885.00",1,1,"Bot","36.40","65.52",,,460026,,"150611_192655","-7.0540","-129.2190","-3.5370","7.8580","29.9560","-17.3180","3.7600","1.7200","385","114.6","14.5930","87.0300","2459","5.6120",414547,543734,460026,501647,518934,571448,453064,572816,453568,471865,"54.8868","0.819","1.106","2.00",1,0,3,6,8,"5"
"FF","2015-06-09","96.1","-0.8429","6.2794","Giancarlo Stanton",519317,532077,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (21) on a line drive to left center field.","R","R","R","TOR","MIA","X","null","line_drive",2,2,2015,"-0.72980833333333333333","1.6906666666666667","-0.3440","2.1550","null","null","null",2,7,"Top","63.60","24.83",,,425900,,"150609_204736","2.2720","-139.7010","-7.7610","-8.3370","37.5010","-11.9710","3.7500","1.7000","408","109.5","25.8300","94.6850","2547","6.1760",414520,532077,425900,475253,572365,518626,408314,499624,607680,430832,"54.3221","0.984","1.941","2.00",1,0,3,6,51,"5"
"FT","2015-06-09","81.8","1.4040","6.1626","Giancarlo Stanton",519317,279824,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (20) on a line drive to left center field.","R","R","L","TOR","MIA","X","null","line_drive",1,0,2015,"0.9958583333333333","0.69880000000000000000","0.3160","2.7310","null","null","null",2,1,"Top","45.43","46.64",,,425900,,"150609_191102","-4.8550","-118.9750","-1.6370","11.4350","25.8370","-27.1820","3.7500","1.7000","368","103.6","21.9700","81.2360","1683","6.4910",414520,279824,425900,475253,572365,518626,408314,499624,607680,430832,"54.0075","0.822","1.337","2.00",1,0,3,6,3,"2"
"FF","2015-06-08","90.7","-0.8213","6.4309","Giancarlo Stanton",519317,462136,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (19) on a line drive to right center field.    Martin Prado scores.","R","R","R","TOR","MIA","X","null","line_drive",2,0,2015,"-0.70615000000000000000","1.8655333333333333","0.4130","2.6140","null","null","445988.00",0,4,"Top","169.60","29.07",,,431145,,"150608_201519","4.0230","-131.9870","-6.3690","-7.2030","31.9400","-11.9020","3.7700","1.7200","438","112.8","18.6840","88.6890","2418","5.5860",414509,462136,431145,499624,493128,502143,408314,485567,607680,430832,"54.9121","0.935","1.606","2.00",1,0,3,6,31,"3"
"SL","2015-06-05","88.5","-2.3237","6.0641","Giancarlo Stanton",519317,572750,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (18) on a fly ball to center field.","R","R","R","COL","MIA","X","null","fly_ball",1,1,2015,"-0.08268333333333333333","0.26593333333333333333","0.2570","2.4330","null","null","null",1,3,"Top","93.91","10.68",,,460026,,"150605_191916","5.7550","-128.7060","-2.8290","0.5770","27.4470","-31.3250","3.7700","1.7200","478","111.2","25.1690","87.2620","null","5.7400",414466,572750,460026,572019,518934,571448,453064,488681,453568,471865,"54.7588","0.992","1.953","2.00",1,0,3,6,18,"3"
"FF","2015-06-03","92.6","2.4021","5.3889","Giancarlo Stanton",519317,452657,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (17) on a fly ball to left center field.","R","R","L","MIA","CHC","X","null","fly_ball",2,1,2015,"1.1698166666666667","1.3997000000000000","-0.1910","2.7790","null","null","null",1,5,"Bot","81.90","32.15",,,424325,,"150603_203107","-9.3420","-134.5710","-3.9450","16.8350","33.7340","-17.0020","3.7800","1.7100","405","114.3","37.8760","91.0850","2218","5.9620",414439,452657,424325,519203,608365,592178,516770,458085,451594,516809,"54.5366","0.974","1.787","2.00",1,0,3,6,40,"4"
"FF","2015-06-02","94.3","2.4744","6.0326","Giancarlo Stanton",519317,573127,"home_run","hit_into_play_score",,,,,"12","Giancarlo Stanton homers (16) on a line drive to right center field.","R","R","L","MIA","CHC","X","null","line_drive",1,2,2015,"0.25688333333333333333","1.8741333333333333","0.5860","3.9340","null","null","null",2,7,"Bot","175.33","21.84",,,471083,,"150602_211113","-5.7420","-137.0420","-4.1420","5.2850","30.5820","-9.9190","3.7700","1.7100","409","106.9","31.3640","94.3770","1827","6.6080",414424,573127,471083,519203,608365,592178,516770,458085,451594,516809,"53.8908","0.935","1.855","2.00",1,0,3,6,58,"4"
"FF","2015-05-30","93.2","-0.3192","5.9172","Giancarlo Stanton",519317,456776,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (15) on a fly ball to left center field.","R","R","L","NYM","MIA","X","null","fly_ball",1,1,2015,"0.65072500000000000000","1.4900000000000000","-0.7400","2.0390","null","null","null",1,9,"Top","74.20","18.80",,,608700,,"150530_190709","-3.0110","-135.5990","-6.6690","10.2070","35.9940","-15.7190","3.7800","1.7200","455","112.8","24.9930","91.6010","2159","6.1280",414389,456776,608700,446263,502517,514913,527038,150212,571553,434158,"54.3722","0.993","1.970","2.00",1,0,3,6,78,"3"
"FT","2015-05-30","90.6","1.7136","5.2500","Giancarlo Stanton",519317,477003,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (14) on a line drive to center field.","R","R","L","NYM","MIA","X","null","line_drive",1,1,2015,"1.3632583333333333","0.91380000000000000000","-0.0390","2.2190","null","null","null",1,3,"Top","150.93","21.34",,,608700,,"150530_165204","-7.5930","-131.7730","-2.9610","18.5810","32.0100","-23.4730","3.7800","1.7200","422","112.1","15.9680","89.6570","1811","6.3540",414389,477003,608700,446263,502517,514913,527038,150212,501571,434158,"54.1459","0.796","1.076","2.00",1,0,3,6,22,"3"
"FF","2015-05-25","93.3","-2.3417","6.0876","Giancarlo Stanton",519317,450203,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (13) on a fly ball to right field.","R","R","R","PIT","MIA","X","null","fly_ball",2,2,2015,"-0.87036666666666666667","0.80916666666666666667","-0.3100","2.7320","null","null","null",2,3,"Top","226.67","84.80",,,465041,,"150525_194846","6.8620","-135.7480","-3.5160","-9.9960","28.0040","-24.1180","3.7600","1.7200","365","100.0","32.9760","91.9180","2091","5.4270",414322,450203,465041,476883,435522,543281,474568,516782,457705,570256,"55.0713","0.481","0.916","2.00",1,0,3,6,22,"5"
"CH","2015-05-19","82.5","-1.5842","6.5116","Giancarlo Stanton",519317,476451,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (12) on a fly ball to left center field.   Dee Gordon scores.","R","R","R","MIA","ARI","X","null","fly_ball",2,0,2015,"-0.40972500000000000000","1.02990000000000000000","-0.5700","2.5900","null","null","543829.00",1,6,"Bot","58.38","44.25",,,488912,,"150519_205023","4.0800","-120.0000","-2.0400","-2.9300","23.3800","-23.6600","3.7800","1.7100","458","111.4","34.3090","81.5090","1813","5.8340",414228,476451,488912,502671,572008,630111,605113,444482,542255,444432,"54.6629","0.967","1.919","2.00",1,0,3,6,46,"3"
"SI","2015-05-16","88.0","2.4657","5.8875","Giancarlo Stanton",519317,622072,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (11) on a line drive to center field.","R","R","L","MIA","ATL","X","null","line_drive",1,0,2015,"1.4606750000000000","0.94820000000000000000","0.3910","2.6610","null","null","null",0,3,"Bot","119.47","24.87",,,"null",,"150516_135711","-6.6980","-128.0650","-1.8510","18.9680","26.5670","-23.4410","3.9900","1.7200","478","115.2","20.9267","null","null","null",414192,"null","null","null","null","null","null","null","null","null","54.6146","0.986","1.896","2.00",1,0,3,6,27,"2"
"FF","2015-05-15","90.3","-1.7852","6.3719","Giancarlo Stanton",519317,592533,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (10) on a line drive to center field.","R","R","R","MIA","ATL","X","null","line_drive",1,0,2015,"-0.70058333333333333333","1.3911000000000000","0.0040","2.8310","null","null","null",0,7,"Bot","132.13","13.21",,,"null",,"","7.1200","-131.2990","-3.8530","-7.1270","29.0660","-17.6700","3.7700","1.7200","474","113.5","20.8240","89.4350","1989","6.0960",414177,"null","null","null","null","null","null","null","null","null","54.4006","0.971","1.818","2.00",1,0,3,6,59,"2"
"SL","2015-05-15","79.8","-2.2876","5.8437","Giancarlo Stanton",519317,527054,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (9) on a fly ball to left center field.","R","R","R","MIA","ATL","X","null","fly_ball",3,2,2015,"0.39883333333333333333","0.19856666666666666667","-0.3340","2.2210","null","null","null",0,3,"Bot","43.70","55.90",,,542194,,"","4.4240","-116.0310","0.3170","5.1680","22.2580","-32.1110","3.7700","1.7200","400","108.2","35.5150","78.7990","null","5.8780",414177,527054,542194,518692,607054,594838,592743,592239,457727,455976,"54.6188","0.827","1.632","2.00",1,0,3,6,26,"8"
"FC","2015-05-12","85.8","-0.2656","6.3469","Giancarlo Stanton",519317,502211,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (8) on a line drive to left center field.","R","R","R","LAD","MIA","X","null","line_drive",0,1,2015,"-0.02840833333333333333","1.2907666666666667","-0.4430","2.7060","null","null","null",2,1,"Top","36.24","61.18",,,518735,,"150512_191344","-1.1030","-124.7900","-4.8100","1.1700","21.8400","-19.9370","3.7500","1.7100","475","114.0","27.1570","85.8230","2050","6.1560",414139,502211,518735,408236,435062,648717,276519,475100,592626,444843,"54.3420","0.993","1.978","2.00",1,0,3,6,3,"2"
"SL","2015-05-06","88.2","-3.7531","5.5607","Giancarlo Stanton",519317,453286,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (7) on a fly ball to left center field.   Dee Gordon scores.    Martin Prado scores.","R","R","R","WSH","MIA","X","null","fly_ball",3,2,2015,"0.18451666666666666667","0.36913333333333333333","-0.5850","3.3440","null","543829.00","445988.00",0,8,"Top","38.07","37.13",,,467092,,"150506_151414","5.9990","-128.4000","0.6520","3.8320","22.9730","-30.1080","3.7800","1.7100","439","110.0","32.9340","88.2350","null","6.1620",414060,453286,467092,475582,457787,488862,435622,572191,452655,547180,"54.3396","0.961","1.913","2.00",1,0,3,6,62,"9"
"FT","2015-04-29","84.0","-1.1343","6.5466","Giancarlo Stanton",519317,112526,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (6) on a line drive to left field.   Martin Prado scores.","R","R","R","MIA","NYM","X","null","line_drive",0,1,2015,"-1.3699750000000000","1.6448000000000000","-0.6520","2.3620","null","null","445988.00",1,1,"Bot","20.46","55.81",,,608700,,"150429_192436","4.0070","-122.2310","-4.5100","-13.2200","28.3120","-17.1380","3.7900","1.7300","434","107.6","29.2990","81.4100","2142","5.0860",413966,112526,608700,446263,502517,493472,527038,150212,501571,434158,"55.4107","0.965","1.915","2.00",1,0,3,6,8,"2"
"SL","2015-04-25","81.1","-2.0034","5.6356","Giancarlo Stanton",519317,514669,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (5) on a fly ball to left center field.","R","R","R","MIA","WSH","X","null","fly_ball",2,2,2015,"0.9972500000000000","0.35336666666666666667","-0.0110","1.8630","null","null","null",0,8,"Bot","75.78","34.52",,,467092,,"150425_183133","2.4220","-118.0870","-0.6220","11.2750","25.3730","-30.6080","3.7700","1.7300","415","107.9","31.4390","78.8030","null","5.1140",413914,514669,467092,475582,457787,488862,435622,150029,547180,407862,"55.3827","0.952","1.893","2.00",1,0,3,6,61,"10"
"FF","2015-04-23","91.8","-2.3701","5.7473","Giancarlo Stanton",519317,518603,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (4) on a line drive to left field.   Martin Prado scores.","R","R","R","PHI","MIA","X","null","line_drive",3,2,2015,"-1.20575833333333333333","1.2922000000000000","-0.9350","2.5350","null","445988.00","null",1,6,"Top","40.88","83.02",,,519237,,"150423_145723","5.9000","-133.5860","-4.0270","-13.6950","34.0700","-18.6000","3.7100","1.7100","377","118.5","13.4780","90.8250","1937","6.2500",413880,518603,519237,573131,514917,605125,433217,519184,546318,425796,"54.2474","0.814","1.306","2.00",1,0,3,6,49,"7"
"FC","2015-04-21","85.5","-2.2315","5.9105","Giancarlo Stanton",519317,425532,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (3) on a line drive to right center field.","R","R","R","PHI","MIA","X","null","line_drive",3,2,2015,"-0.03397500000000000000","0.50386666666666666667","0.7980","3.0130","null","null","null",1,4,"Top","173.77","11.51",,,434563,,"150421_195818","6.5890","-124.4050","-1.0230","1.0890","23.1800","-28.7510","3.7700","1.7100","449","113.1","22.6890","84.0210","null","5.2920",413851,425532,434563,429667,400284,605125,520471,519184,546318,429713,"55.2061","0.996","1.947","2.00",1,0,3,6,25,"7"
"FT","2015-04-17","90.4","-1.4871","5.9198","Giancarlo Stanton",519317,112526,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (2) on a line drive to right center field.","R","R","R","NYM","MIA","X","null","line_drive",0,2,2015,"-1.5328000000000000","0.53970000000000000000","0.5030","2.6630","null","null","null",2,1,"Top","176.31","39.64",,,489232,,"150417_191502","7.3140","-131.5000","-1.9980","-17.4740","30.4510","-27.9970","3.7000","1.6800","381","103.7","28.4980","88.3000","2172","5.4700",413797,112526,489232,446263,502517,493472,527038,150212,501571,434158,"55.0300","0.876","1.690","2.00",1,0,3,6,3,"3"
"FT","2015-04-16","92.0","-2.1797","5.8636","Giancarlo Stanton",519317,518716,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (1) on a fly ball to right center field.    Christian Yelich scores.","R","R","R","NYM","MIA","X","null","fly_ball",3,2,2015,"-1.4409500000000000","0.76186666666666666667","-0.1310","2.8000","null","592885.00","null",1,1,"Top","178.86","37.61",,,518595,,"150416_192005","7.4210","-133.8770","-2.2690","-16.9890","30.5110","-25.0300","3.5800","1.5800","396","104.8","26.0920","90.8340","2222","5.9190",413785,518716,518595,446263,502517,493472,527038,150212,501571,434158,"54.5816","0.920","1.759","2.00",1,0,3,6,3,"8"
"SL","2014-09-08","88.9","null","null","Giancarlo Stanton",519317,451596,"home_run","hit_into_play_score",,,,,"3","Giancarlo Stanton homers (37) on a fly ball to right field.","R","R","R","MIL","MIA","X","null","fly_ball",2,2,2014,"0.24714166666666666667","0.59416666666666666667","0.3320","3.4080","null","null","null",0,3,"Top","199.80","56.22",,,"null",,"null","-1.0750","-129.4990","-2.1550","4.6000","26.7910","-27.4180","3.7500","1.7100","null","null","null","null","null","null",382685,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",21,"5"
