"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2013-07-28","95.4","null","null","Giancarlo Stanton",519317,543037,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (13) on a line drive to center field.","R","R","R","MIA","PIT","X","null","line_drive",0,0,2013,"-1.2948250000000000","1.07146666666666666667","-0.5480","2.9990","null","null","null",1,6,"Bot","81.33","29.12",,,"null",,"null","7.0780","-138.6390","-3.5620","-16.1650","33.2920","-20.3540","3.4800","1.5700","null","null","null","null","null","null",348317,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",43,"1"
"FT","2013-07-26","89.4","null","null","Giancarlo Stanton",519317,502046,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (12) on a fly ball to left center field.","R","R","L","MIA","PIT","X","null","fly_ball",3,1,2013,"1.3145500000000000","1.3681666666666667","-0.3600","2.8100","null","null","null",0,7,"Bot","58.23","35.14",,,"null",,"null","-6.0400","-129.9700","-4.2200","17.7100","27.8900","-18.1900","3.4800","1.5700","null","null","null","null","null","null",348286,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",53,"5"
"CH","2013-07-23","81.4","null","null","Giancarlo Stanton",519317,489189,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (11) on a fly ball to left field.","R","R","L","COL","MIA","X","null","fly_ball",1,1,2013,"0.65629166666666666667","1.02130000000000000000","-0.7040","2.4610","null","null","null",1,8,"Top","16.06","45.18",,,"null",,"null","-4.9650","-118.3150","-3.9060","8.1140","19.6890","-23.8710","3.5100","1.5900","null","null","null","null","null","null",348235,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",56,"3"
"FF","2013-07-13","93.4","null","null","Giancarlo Stanton",519317,400089,"home_run","hit_into_play_score",,,,,"11","Giancarlo Stanton homers (10) on a fly ball to left field.","R","R","R","MIA","WSH","X","null","fly_ball",1,2,2013,"-0.24272500000000000000","-0.37046666666666666667","-0.1490","3.8080","null","null","null",0,9,"Bot","61.24","42.17",,,"null",,"null","6.3190","-135.9770","-2.6910","-4.8860","30.9470","-16.5810","3.4800","1.5700","null","null","null","null","null","null",348154,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",65,"4"
"FF","2013-07-12","96.2","null","null","Giancarlo Stanton",519317,544931,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (9) on a line drive to right field.    Ed Lucas scores.","R","R","R","MIA","WSH","X","null","line_drive",3,2,2013,"-0.47095833333333333333","-0.17840000000000000000","0.3100","2.3500","null","null","448296.00",0,2,"Bot","211.85","54.22",,,"null",,"null","6.3400","-139.6600","-8.0300","-12.6200","32.8400","-10.1600","3.5000","1.5700","null","null","null","null","null","null",348137,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"7"
"CH","2013-06-29","82.4","null","null","Giancarlo Stanton",519317,431162,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (8) on a line drive to left field.","R","R","R","MIA","SD","X","null","line_drive",1,0,2013,"-0.87732500000000000000","1.15030000000000000000","0.4040","2.3900","null","null","null",1,7,"Bot","67.27","45.18",,,"null",,"null","5.6050","-119.7300","-4.2040","-7.7020","25.6140","-22.5930","3.5200","1.5800","null","null","null","null","null","null",347958,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"2"
"FF","2013-06-17","96.1","null","null","Giancarlo Stanton",519317,425514,"home_run","hit_into_play_score",,,,,"12","Giancarlo Stanton homers (7) on a line drive to right field.","R","R","R","ARI","MIA","X","null","line_drive",1,2,2013,"-0.40415833333333333333","1.7838333333333333","0.6470","3.8040","null","null","null",1,9,"Top","210.84","40.16",,,"null",,"null","4.9250","-139.6980","-7.0230","-3.9090","30.3620","-10.1900","3.5200","1.6900","null","null","null","null","null","null",347791,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",65,"5"
"FT","2013-06-17","93.2","null","null","Giancarlo Stanton",519317,571578,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (6) on a fly ball to left field.   Juan Pierre scores.","R","R","L","ARI","MIA","X","null","fly_ball",2,0,2013,"1.0946666666666667","1.4212000000000000","-0.6510","2.4610","null","null","334393.00",2,6,"Top","18.07","60.24",,,"null",,"null","-9.8780","-135.2990","-6.5700","16.3420","29.0530","-16.2720","3.5200","1.6900","null","null","null","null","null","null",347791,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"3"
"FF","2013-06-15","93.0","null","null","Giancarlo Stanton",519317,458681,"home_run","hit_into_play_score",,,,,"3","Giancarlo Stanton homers (5) on a line drive to right center field.    Ed Lucas scores.","R","R","R","MIA","STL","X","null","line_drive",1,2,2013,"-0.86201666666666666667","1.3165666666666667","0.3460","2.9410","null","null","448296.00",1,2,"Bot","174.70","28.11",,,"null",,"null","7.6590","-135.2880","-3.3130","-9.7890","28.5770","-17.6190","3.4500","1.5000","null","null","null","null","null","null",347772,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"4"
"SL","2013-06-11","86.8","null","null","Giancarlo Stanton",519317,449104,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (4) on a fly ball to left center field.   Juan Pierre scores.","R","R","R","MIA","MIL","X","null","fly_ball",0,0,2013,"0.67855833333333333333","0.64720000000000000000","-0.1890","2.0370","null","null","334393.00",2,8,"Bot","68.27","38.15",,,"null",,"null","1.5160","-126.2900","-4.5180","9.4370","24.4580","-27.0320","3.4400","1.5000","null","null","null","null","null","null",347716,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",61,"1"
"SL","2013-04-28","78.2","null","null","Giancarlo Stanton",519317,434180,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (3) on a line drive to left field.","R","R","R","MIA","CHC","X","null","line_drive",1,1,2013,"0.91792500000000000000","-0.41490000000000000000","-0.2190","2.5040","null","null","null",0,8,"Bot","35.14","64.26",,,"null",,"null","1.9710","-113.9460","-1.0870","9.7200","24.3940","-37.6390","3.5200","1.5000","null","null","null","null","null","null",347118,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"3"
"CH","2013-04-28","82.0","null","null","Giancarlo Stanton",519317,453646,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (2) on a line drive to left field.   Chris Coghlan scores.","R","R","R","MIA","CHC","X","null","line_drive",2,2,2013,"-1.05406666666666666667","0.99836666666666666667","-0.7940","2.4410","null","null","458085.00",1,1,"Bot","37.15","64.26",,,"null",,"null","3.0270","-119.3300","-3.9250","-9.4450","25.7960","-24.1700","3.5200","1.5000","null","null","null","null","null","null",347118,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"5"
"FC","2013-04-27","89.0","null","null","Giancarlo Stanton",519317,475243,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (1) on a fly ball to left field.","R","R","L","MIA","CHC","X","null","fly_ball",3,1,2013,"0.09127500000000000000","1.4470000000000000","-0.3530","2.3360","null","null","null",2,1,"Bot","17.07","85.34",,,"null",,"null","-5.8410","-129.3210","-6.3430","2.6740","27.9850","-17.4270","3.5300","1.5000","null","null","null","null","null","null",347105,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"5"
"SL","2012-10-01","81.7","null","null","Giancarlo Stanton",519317,407924,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (37) on a line drive to left center field.","R","R","R","MIA","NYM","X","null","line_drive",0,0,2012,"0.17616666666666666667","0.27883333333333333333","0.1640","2.1010","null","null","null",0,6,"Bot","67.27","39.16",,,"null",,"null","-0.1310","-118.8460","-3.4400","3.1050","25.4370","-31.3210","3.4700","1.6100","null","null","null","null","null","null",320129,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",51,"1"
"CU","2012-09-29","77.3","null","null","Giancarlo Stanton",519317,136880,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (36) on a fly ball to left field.","R","R","R","MIA","PHI","X","null","fly_ball",1,1,2012,"1.1141500000000000","-0.02360000000000000000","0.1350","1.8150","null","null","null",0,3,"Bot","54.22","42.17",,,"null",,"null","1.7290","-112.5710","-2.0040","11.3930","21.6690","-34.0950","3.4800","1.6100","null","null","null","null","null","null",320099,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"3"
"FC","2012-09-28","88.1","null","null","Giancarlo Stanton",519317,424324,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (35) on a fly ball to left field.","R","R","L","MIA","PHI","X","null","fly_ball",0,0,2012,"-0.39302500000000000000","1.21193333333333333333","-0.5150","2.7520","null","null","null",2,4,"Bot","40.16","21.08",,,"null",,"null","-3.8000","-128.2290","-5.0650","-3.1420","27.3680","-20.3890","3.5000","1.6100","null","null","null","null","null","null",320084,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",27,"1"
"CH","2012-09-11","81.4","null","null","Giancarlo Stanton",519317,136880,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (34) on a fly ball to left field.","R","R","R","PHI","MIA","X","null","fly_ball",0,0,2012,"-1.06659166666666666667","0.10253333333333333333","-0.5280","2.4540","null","null","null",0,6,"Top","36.14","75.30",,,"null",,"null","4.8380","-118.3360","-1.9050","-9.6050","21.1830","-33.0760","3.4900","1.6200","null","null","null","null","null","null",319851,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",46,"1"
"FF","2012-09-09","95.9","null","null","Giancarlo Stanton",519317,451600,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (33) on a fly ball to left field.","R","R","R","WSH","MIA","X","null","fly_ball",0,0,2012,"-0.77990833333333333333","1.5631000000000000","-1.3030","2.1480","null","null","null",0,7,"Top","39.16","70.28",,,"null",,"null","4.8260","-139.2830","-8.5830","-9.2450","28.8070","-13.2660","3.4900","1.6100","null","null","null","null","null","null",319827,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",49,"1"
"SI","2012-09-08","92.7","null","null","Giancarlo Stanton",519317,446321,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (32) on a fly ball to left field.","R","R","L","WSH","MIA","X","null","fly_ball",3,1,2012,"1.3242916666666667","0.87653333333333333333","-0.0600","2.5600","null","null","null",2,1,"Top","57.23","37.15",,,"null",,"null","-9.6500","-134.5500","-5.8400","19.3900","25.8800","-23.3500","3.4900","1.6200","null","null","null","null","null","null",319812,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",4,"5"
"FF","2012-09-07","97.4","null","null","Giancarlo Stanton",519317,544931,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (31) on a fly ball to right center field.","R","R","R","WSH","MIA","X","null","fly_ball",1,0,2012,"-0.77295000000000000000","1.26926666666666666667","-0.0440","2.6160","null","null","null",1,3,"Top","163.65","37.15",,,"null",,"null","4.7900","-141.5940","-6.4800","-9.4070","31.2570","-16.8940","3.4900","1.6200","null","null","null","null","null","null",319797,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",21,"2"
"SL","2012-09-04","82.7","null","null","Giancarlo Stanton",519317,451788,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (30) on a fly ball to center field.","R","R","R","MIA","MIL","X","null","fly_ball",1,0,2012,"0.24435833333333333333","0.99406666666666666667","0.3090","2.4210","null","null","null",0,4,"Bot","132.53","18.07",,,"null",,"null","1.8350","-120.3570","-4.1260","3.9770","21.9790","-23.9220","3.4800","1.6200","null","null","null","null","null","null",319764,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"2"
"FT","2012-08-26","90.0","null","null","Giancarlo Stanton",519317,421685,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (29) on a fly ball to center field.","R","R","R","LAD","MIA","X","null","fly_ball",0,0,2012,"-1.12086666666666666667","2.0490000000000000","0.0590","3.0240","null","null","null",2,4,"Top","127.51","21.08",,,"null",,"null","7.9240","-130.6840","-7.5970","-12.1840","30.2370","-10.0250","3.4700","1.6000","null","null","null","null","null","null",319632,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",28,"1"
"FF","2012-08-25","93.7","null","null","Giancarlo Stanton",519317,477132,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (28) on a fly ball to left field.","R","R","L","LAD","MIA","X","null","fly_ball",1,0,2012,"0.24296666666666666667","2.4890333333333333","0.0820","2.4010","null","null","null",0,2,"Top","48.19","40.16",,,"null",,"null","-3.6770","-135.9350","-10.1830","4.9980","31.1790","-2.3680","3.4700","1.6100","null","null","null","null","null","null",319617,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",14,"2"
"CU","2012-08-24","78.4","null","null","Giancarlo Stanton",519317,124604,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (27) on a fly ball to left field.","R","R","R","LAD","MIA","X","null","fly_ball",2,2,2012,"0.82885833333333333333","-0.69010000000000000000","-0.3510","2.8590","null","null","null",2,5,"Top","17.07","40.16",,,"null",,"null","3.2040","-114.1420","0.6160","8.8590","26.0900","-40.0830","3.4800","1.6100","null","null","null","null","null","null",319602,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"5"
"SL","2012-08-20","84.9","null","null","Giancarlo Stanton",519317,448269,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (26) on a fly ball to left field.","R","R","R","ARI","MIA","X","null","fly_ball",1,0,2012,"-0.21210833333333333333","0.33473333333333333333","-0.7820","2.5160","null","null","null",0,7,"Top","23.09","65.26",,,"null",,"null","2.5820","-123.5600","-1.1750","-0.9250","21.3190","-30.6250","3.4900","1.6100","null","null","null","null","null","null",319555,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",56,"2"
"FF","2012-08-20","92.9","null","null","Giancarlo Stanton",519317,434578,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (25) on a fly ball to left field.   Jose Reyes scores.    Carlos Lee scores.","R","R","L","ARI","MIA","X","null","fly_ball",1,2,2012,"0.85669166666666666667","1.5201000000000000","-0.2480","2.8260","null","408314.00","150324.00",0,4,"Top","37.15","38.15",,,"null",,"null","-6.3020","-135.0930","-5.5410","13.2230","26.8350","-14.9110","3.4900","1.6100","null","null","null","null","null","null",319555,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",25,"4"
"FF","2012-08-18","95.2","null","null","Giancarlo Stanton",519317,543022,"home_run","hit_into_play_score",,,,,"11","Giancarlo Stanton homers (24) on a fly ball to left field.   Gorkys Hernandez scores.    Jose Reyes scores.","R","R","R","COL","MIA","X","null","fly_ball",1,0,2012,"-0.31926666666666666667","-0.36043333333333333333","-1.1620","2.9530","null","491676.00","408314.00",1,1,"Top","21.08","41.16",,,"null",,"null","1.5610","-138.5460","-4.4350","-6.4970","29.2230","-16.8590","3.4900","1.6200","null","null","null","null","null","null",319525,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",5,"2"
"SL","2012-08-17","82.9","null","null","Giancarlo Stanton",519317,502158,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (23) on a fly ball to center field.","R","R","R","COL","MIA","X","null","fly_ball",1,2,2012,"0.49485833333333333333","0.17276666666666666667","0.1720","2.5030","null","null","null",0,6,"Top","83.33","4.02",,,"null",,"null","4.3550","-120.6830","-2.0730","6.7740","18.6760","-32.3830","3.4900","1.6200","null","null","null","null","null","null",319510,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",49,"7"
"FF","2012-08-16","94.6","null","null","Giancarlo Stanton",519317,493603,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (22) on a line drive to center field.","R","R","R","COL","MIA","X","null","line_drive",0,1,2012,"-0.83140000000000000000","1.22196666666666666667","0.1160","2.5520","null","null","null",0,6,"Top","91.37","20.08",,,"null",,"null","10.3470","-137.1790","-5.6920","-9.7810","25.3600","-18.2790","3.4300","1.6100","null","null","null","null","null","null",319496,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"2"
"SL","2012-08-08","78.3","null","null","Giancarlo Stanton",519317,432934,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (21) on a line drive to left field.   Carlos Lee scores.","R","R","R","NYM","MIA","X","null","line_drive",2,2,2012,"0.09684166666666666667","0.42503333333333333333","0.0670","1.9610","null","null","150324.00",1,5,"Top","46.18","55.22",,,"null",,"null","2.6440","-114.0550","-3.4720","2.1630","19.8080","-30.0250","3.5100","1.6300","null","null","null","null","null","null",319389,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",41,"5"
"FF","2012-08-08","83.9","null","null","Giancarlo Stanton",519317,432934,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (20) on a fly ball to left center field.   Carlos Lee scores.","R","R","R","NYM","MIA","X","null","fly_ball",0,0,2012,"-0.50157500000000000000","1.6734666666666667","-0.2500","3.0690","null","null","150324.00",2,1,"Top","68.27","47.19",,,"null",,"null","3.6730","-122.0310","-4.6430","-4.0090","25.1280","-16.6720","3.5100","1.6300","null","null","null","null","null","null",319389,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",5,"1"
"FF","2012-07-01","90.8","null","null","Giancarlo Stanton",519317,430599,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (19) on a fly ball to right field.","R","R","R","MIA","PHI","X","null","fly_ball",2,1,2012,"-0.52662500000000000000","1.7050000000000000","0.2400","3.3630","null","null","null",2,3,"Bot","208.84","59.24",,,"null",,"null","1.9910","-132.1600","-6.1320","-5.0620","27.4710","-13.4830","3.4900","1.6200","null","null","null","null","null","null",318913,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",22,"4"
"CH","2012-06-30","83.1","null","null","Giancarlo Stanton",519317,430935,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (18) on a line drive to left field.","R","R","L","MIA","PHI","X","null","line_drive",3,2,2012,"0.9596750000000000","1.4756666666666667","0.7170","2.5350","null","null","null",2,1,"Bot","47.19","44.18",,,"null",,"null","-5.6590","-120.7830","-5.0210","11.5340","24.2240","-18.9980","3.4800","1.6100","null","null","null","null","null","null",318898,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"7"
"SI","2012-06-26","91.1","null","null","Giancarlo Stanton",519317,346798,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (17) on a fly ball to center field.","R","R","R","MIA","STL","X","null","fly_ball",3,1,2012,"-1.2739500000000000","1.5373000000000000","-0.2350","2.4470","null","null","null",2,1,"Bot","134.54","19.08",,,"null",,"null","4.5530","-132.4550","-6.5560","-14.5890","28.4290","-15.5390","3.4700","1.6100","null","null","null","null","null","null",318841,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",11,"5"
"null","2012-06-22","null","null","null","Giancarlo Stanton",519317,460069,"home_run","hit_into_play_score",,,,,"null","Giancarlo Stanton homers (16) on a line drive to left field.","R","R","L","MIA","TOR","X","null","line_drive",0,0,2012,"null","null","null","null","null","null","null",1,4,"Bot","35.14","81.33",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",318786,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",36,"1"
"SL","2012-06-21","78.0","null","null","Giancarlo Stanton",519317,493137,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (15) on a fly ball to left field.","R","R","R","BOS","MIA","X","null","fly_ball",1,2,2012,"1.0543083333333333","-0.65570000000000000000","0.3820","2.2900","null","null","null",1,6,"Top","35.14","97.39",,,"null",,"null","4.0970","-113.5910","1.3220","10.9700","23.3500","-39.7980","3.4800","1.6100","null","null","null","null","null","null",318768,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",47,"4"
"SI","2012-06-07","91.7","null","null","Giancarlo Stanton",519317,447714,"home_run","hit_into_play_no_out",,,,,"6","Umpire reviewed (stadium boundary call), call on the field was overturned: Giancarlo Stanton homers (14) on a fly ball to right field.","R","R","L","MIA","ATL","X","null","fly_ball",2,1,2012,"0.86086666666666666667","1.8053333333333333","0.7400","2.7760","null","null","null",0,8,"Bot","220.88","92.37",,,"null",,"null","-5.8290","-133.3260","-7.0030","12.6640","31.9060","-12.1840","3.5100","1.6300","null","null","null","null","null","null",318580,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"4"
"SL","2012-05-30","81.1","null","null","Giancarlo Stanton",519317,543634,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (13) on a line drive to left field.","R","R","R","MIA","WSH","X","null","line_drive",2,2,2012,"0.46145833333333333333","-0.24576666666666666667","-0.6870","3.1540","null","null","null",1,7,"Bot","26.10","72.29",,,"null",,"null","2.7220","-118.1040","0.1230","5.9690","23.5880","-36.4730","3.5000","1.6200","null","null","null","null","null","null",318496,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",59,"5"
"SL","2012-05-28","86.3","null","null","Giancarlo Stanton",519317,519455,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (12) on a fly ball to left field.   Hanley Ramirez scores.","R","R","R","MIA","WSH","X","null","fly_ball",3,1,2012,"0.08988333333333333333","0.64576666666666666667","-0.2450","2.7290","null","null","434670.00",0,6,"Bot","75.30","35.14",,,"null",,"null","3.7610","-125.5730","-1.7430","2.5230","25.7170","-27.1410","3.4700","1.6100","null","null","null","null","null","null",318466,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"5"
"CU","2012-05-25","80.6","null","null","Giancarlo Stanton",519317,453311,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (11) on a fly ball to center field.","R","R","R","MIA","SF","X","null","fly_ball",0,1,2012,"0.62428333333333333333","-0.9997000000000000","-0.0280","2.0650","null","null","null",2,4,"Bot","92.37","34.14",,,"null",,"null","0.1650","-117.3650","-0.3810","7.4660","24.9650","-43.6250","3.4500","1.6000","null","null","null","null","null","null",318418,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",31,"2"
"FT","2012-05-24","92.2","null","null","Giancarlo Stanton",519317,285064,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (10) on a fly ball to left center field.","R","R","R","MIA","SF","X","null","fly_ball",2,1,2012,"-1.3658000000000000","1.27643333333333333333","-0.4060","1.9540","null","null","null",0,2,"Bot","51.20","24.10",,,"null",,"null","6.3780","-134.0790","-5.9170","-16.0940","30.1260","-18.4790","3.4600","1.6100","null","null","null","null","null","null",318406,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",11,"4"
"CH","2012-05-21","72.5","null","null","Giancarlo Stanton",519317,119469,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton hits a grand slam (9) to left field.   Jose Reyes scores.    Hanley Ramirez scores.    Austin Kearns scores.","R","R","L","MIA","COL","X","null","line_drive",3,2,2012,"1.3270750000000000","1.7666333333333333","-0.2010","2.5310","408314.00","434670.00","400290.00",2,4,"Bot","8.03","74.30",,,"null",,"null","-8.4540","-105.1670","-2.7960","11.7120","17.9810","-19.8720","3.4400","1.6000","null","null","null","null","null","null",318361,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",40,"7"
"SL","2012-05-16","83.5","null","null","Giancarlo Stanton",519317,450852,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (8) on a fly ball to center field.   Bryan Petersen scores.","R","R","R","ATL","MIA","X","null","fly_ball",2,0,2012,"-0.37632500000000000000","0.54973333333333333333","0.3520","2.1770","null","519128.00","null",1,7,"Top","82.33","29.12",,,"null",,"null","3.7660","-121.4890","-2.5750","-2.6650","22.5060","-28.4290","3.5000","1.6300","null","null","null","null","null","null",318287,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",57,"3"
"FF","2012-05-13","95.7","null","null","Giancarlo Stanton",519317,407924,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton hits a grand slam (7) to left center field.   Greg Dobbs scores.    Hanley Ramirez scores.    Austin Kearns scores.","R","R","R","MIA","NYM","X","null","fly_ball",0,0,2012,"-0.90515833333333333333","1.5473333333333333","-0.2950","2.2950","425785.00","434670.00","400290.00",2,9,"Bot","74.30","16.06",,,"null",,"null","1.5100","-139.1270","-7.9540","-10.8090","34.1600","-13.8600","3.5000","1.6300","null","null","null","null","null","null",318245,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",79,"1"
"CU","2012-05-07","79.9","null","null","Giancarlo Stanton",519317,434643,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (6) on a fly ball to left field.   Logan Morrison scores.","R","R","L","HOU","MIA","X","null","fly_ball",1,0,2012,"0.00499166666666666667","-0.59693333333333333333","-0.7750","2.6770","489149.00","null","null",2,4,"Top","45.18","86.35",,,"null",,"null","-6.3090","-116.1310","2.0490","1.3300","21.4060","-39.7050","3.5100","1.6300","null","null","null","null","null","null",318166,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",24,"2"
"FF","2012-05-05","94.4","null","null","Giancarlo Stanton",519317,571945,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (5) on a fly ball to left field.","R","R","R","SD","MIA","X","null","fly_ball",3,2,2012,"-0.20236666666666666667","0.92956666666666666667","-0.6930","3.1290","null","null","null",0,9,"Top","19.08","75.30",,,"null",,"null","2.4920","-137.3500","-4.8230","-0.9980","28.3110","-22.3080","3.5000","1.5900","null","null","null","null","null","null",318134,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",64,"6"
"CH","2012-05-04","82.9","null","null","Giancarlo Stanton",519317,542914,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (4) on a fly ball to center field.   Omar Infante scores.","R","R","R","SD","MIA","X","null","fly_ball",2,0,2012,"-0.72424166666666666667","0.75326666666666666667","0.1710","3.0210","null","null","408299.00",1,1,"Top","80.32","13.05",,,"null",,"null","2.8900","-120.6210","-1.5020","-6.3330","21.7750","-26.3660","3.4800","1.6300","null","null","null","null","null","null",318119,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"3"
